dataset,split,conversation_id,turn_idx,emotion_top1,emotion_top1_score,p01,p05,p10,pi,cep,uiop,pop_mean_pct,genre_js,genre_entropy,year_decade_js,year_decade_entropy,mean_year,redundancy_new,redundancy_repeated,stereotype_label,stereotype_score_0,stereotype_score_1,emo_curiosity,emo_neutral,emo_confusion,emo_approval,emo_annoyance,emo_disapproval,emo_love,emo_admiration,emo_joy,emo_disappointment,emo_realization,emo_surprise,emo_excitement,emo_amusement,emo_desire,emo_optimism,emo_gratitude,emo_sadness,emo_fear,emo_disgust,emo_caring,emo_anger,emo_relief,emo_embarrassment,emo_nervousness,emo_remorse,emo_grief,emo_pride,rec_turn_order
redial,train,9035,5,admiration,0.941,0.000,1.000,1.000,0.966,,1.000,0.966,0.344,0.693,0.517,0.000,1992.000,1,0,0,0.783,,,0.011,,0.065,,,,0.941,,,,,0.011,,,,0.013,,,,,,,,,,,,0
redial,train,9037,3,curiosity,0.568,0.000,0.000,1.000,0.943,,,0.943,0.390,0.000,0.546,0.000,1984.000,1,0,0,0.570,,0.568,0.510,0.048,,,,,,,,,0.015,0.018,,,,,,,,,,,,,,,,0
redial,train,9037,5,disapproval,0.769,0.000,0.000,1.000,0.940,1.000,1.000,0.940,0.390,0.000,0.551,0.000,1979.000,1,0,0,0.751,,0.161,0.065,0.185,,,0.769,,,,0.108,,,,,,,,,,,,,,,,,,,1
redial,train,9037,9,disapproval,0.506,0.000,0.000,1.000,0.935,1.000,,0.935,0.390,0.000,0.320,0.000,2017.000,1,0,0,0.645,,,0.165,,0.213,,0.506,,0.107,,,,,,,,0.045,,,,,,,,,,,,,2
redial,train,9040,11,admiration,0.907,0.000,1.000,1.000,0.959,,0.000,0.959,0.465,1.099,0.320,0.000,2010.000,1,0,0,0.700,,,0.032,,0.098,,,,0.907,,,,,,,,0.008,0.013,,,,,,,,,,,,0
redial,train,9042,5,love,0.948,0.000,0.000,0.000,0.844,,0.000,0.844,0.442,1.099,0.320,0.000,2017.000,1,0,0,0.772,,,0.013,,0.022,,,0.948,0.028,0.009,,,,,,,,,,,,,,,,,,,,0
redial,train,9042,7,neutral,0.424,0.000,1.000,1.000,0.973,0.000,0.000,0.973,0.388,1.099,0.517,0.000,1993.000,1,0,0,0.851,,,0.424,,0.059,,,,,0.056,,0.061,,0.106,,,,,,,,,,,,,,,,1
redial,train,9042,9,realization,0.795,0.000,1.000,1.000,0.963,1.000,0.000,0.963,0.570,0.693,0.517,0.000,1996.000,1,0,0,0.738,,,0.081,,0.051,,,,,,,0.795,0.128,,0.069,,,,,,,,,,,,,,,2
redial,train,9042,11,admiration,0.818,0.000,0.000,0.000,0.844,0.000,,0.844,0.442,1.099,0.320,0.000,2017.000,0,1,1,,0.641,,0.047,,0.268,,,,0.818,,,0.011,,0.008,,,,,,,,,,,,,,,,3
redial,train,9043,11,neutral,0.650,1.000,1.000,1.000,0.998,,,0.998,0.497,1.386,0.419,0.000,2009.000,1,0,0,0.780,,,0.650,,0.373,,0.025,,,,,0.023,,,,,0.018,,,,,,,,,,,,,0
redial,train,9045,3,admiration,0.899,1.000,1.000,1.000,0.999,,,0.999,0.377,0.693,0.517,0.000,1990.000,1,0,0,0.652,,,0.037,,0.120,,,,0.899,,,,,,,,0.008,0.010,,,,,,,,,,,,0
redial,train,9045,7,fear,0.863,1.000,1.000,1.000,0.995,1.000,,0.995,0.333,1.099,0.546,0.000,1983.000,1,0,0,0.807,,,0.067,,,,,,,,,0.039,,0.051,,,,,,0.863,,,,,,0.157,,,,1
redial,train,9047,3,approval,0.737,1.000,1.000,1.000,0.998,,,0.998,0.410,1.386,0.419,0.000,2002.000,1,0,0,0.637,,,0.243,,0.737,,,,0.010,,,0.014,,0.013,,,,,,,,,,,,,,,,0
redial,train,9047,5,admiration,0.950,0.000,0.000,0.000,0.800,0.000,,0.800,0.415,1.609,0.517,0.000,1990.000,1,0,1,,0.593,,,,0.048,,,0.013,0.950,0.025,,,,0.014,,,,,,,,,,,,,,,,1
redial,train,9047,9,admiration,0.638,0.000,1.000,1.000,0.982,0.000,1.000,0.982,0.483,1.099,0.320,0.000,2017.000,1,0,0,0.900,,,,,0.139,,0.149,,0.638,,0.071,0.230,,,,,,,,,,,,,,,,,,2
redial,train,9047,11,gratitude,0.990,0.000,1.000,1.000,0.973,1.000,,0.973,0.483,1.099,0.320,0.000,2017.000,1,0,0,0.639,,,,,0.025,,,,0.217,0.007,,,,,,,0.007,0.990,,,,,,,,,,,,3
redial,train,9048,3,realization,0.616,1.000,1.000,1.000,0.998,,1.000,0.998,0.483,1.099,0.419,0.000,2008.000,1,0,1,,0.590,,0.123,,0.230,,,,,,,0.616,0.078,0.039,,,,,,,,,,,,,,,,0
redial,train,9048,5,admiration,0.640,0.000,1.000,1.000,0.973,1.000,,0.973,0.483,1.099,0.320,0.000,2017.000,1,0,0,0.898,,,0.099,,0.246,,,0.020,0.640,,,,,,,,0.008,,,,,,,,,,,,,1
redial,train,9048,7,approval,0.382,0.000,0.000,1.000,0.939,1.000,,0.939,0.459,1.386,0.320,0.000,2015.000,1,0,1,,0.631,,0.296,,0.382,,,,,,,0.020,,,,0.044,0.327,,,,,,,,,,,,,2
redial,train,9048,11,approval,0.324,0.000,1.000,1.000,0.986,1.000,,0.986,0.340,1.609,0.419,0.000,2008.000,1,0,1,,0.857,0.084,0.073,,0.324,,,,0.287,,,,,0.198,,,,,,,,,,,,,,,,3
redial,train,9049,5,neutral,0.381,1.000,1.000,1.000,0.998,,,0.998,0.410,1.386,0.419,0.000,2002.000,1,0,0,0.661,,0.133,0.381,0.021,0.267,,,,,,,,,0.059,,,,,,,,,,,,,,,,0
redial,train,9049,7,curiosity,0.559,0.000,1.000,1.000,0.984,1.000,1.000,0.984,0.483,1.099,0.320,0.000,2016.000,1,0,1,,0.589,0.559,0.463,0.129,0.010,,,,,,,,0.012,,,,,,,,,,,,,,,,,1
redial,train,9049,9,love,0.703,1.000,1.000,1.000,0.998,1.000,,0.998,0.483,1.099,0.419,0.000,2008.000,1,0,0,0.606,,,0.039,,0.084,,,0.703,0.293,0.041,,,,,,,,,,,,,,,,,,,,2
redial,train,9049,11,confusion,0.723,1.000,1.000,1.000,0.999,1.000,0.000,0.999,0.483,1.099,0.419,0.000,2000.000,1,0,0,0.891,,0.066,0.176,0.723,0.035,,,,,,,,,,,,0.053,,,,,,,,,,,,,3
redial,train,9050,7,curiosity,0.509,0.000,0.000,1.000,0.933,,0.000,0.933,0.429,0.693,0.320,0.000,2013.000,1,0,1,,0.823,0.509,0.486,0.262,0.008,0.011,,,,,,,,,,,,,,,,,,,,,,,,0
redial,train,9050,9,neutral,0.743,0.000,0.000,1.000,0.933,1.000,,0.933,0.429,0.693,0.320,0.000,2013.000,0,1,0,0.705,,,0.743,0.059,0.098,,0.076,,,,,0.044,,,,,,,,,,,,,,,,,,1
redial,train,9050,13,optimism,0.846,0.000,0.000,0.000,0.661,0.000,0.000,0.661,0.404,0.693,0.419,0.000,2006.000,1,0,0,0.753,,,,,0.043,,,,,,,,,,,0.081,0.846,0.047,,,,0.504,,,,,,,,2
redial,train,9051,1,neutral,0.950,1.000,1.000,1.000,0.998,,,0.998,0.410,1.386,0.419,0.000,2002.000,1,0,0,0.797,,,0.950,,0.012,,,,0.007,,,0.009,,0.007,,,,,,,,,,,,,,,,0
redial,train,9051,3,desire,0.236,0.000,1.000,1.000,0.973,1.000,1.000,0.973,0.483,1.099,0.320,0.000,2017.000,1,0,1,,0.774,,0.112,,0.136,,,,,,,,,0.212,,0.236,0.216,,,,,,,,,,,,,1
redial,train,9051,5,approval,0.651,0.000,1.000,1.000,0.978,1.000,1.000,0.978,0.483,1.099,0.546,0.000,1983.000,1,0,1,,0.732,,0.364,,0.651,0.005,,,,,,0.028,,,,,0.005,,,,,,,,,,,,,2
redial,train,9052,3,curiosity,0.527,1.000,1.000,1.000,0.998,,,0.998,0.410,1.386,0.419,0.000,2002.000,1,0,0,0.731,,0.527,0.370,0.111,0.038,,,,,,,0.017,,,,,,,,,,,,,,,,,,0
redial,train,9052,5,curiosity,0.707,0.000,1.000,1.000,0.973,1.000,1.000,0.973,0.483,1.099,0.320,0.000,2017.000,1,0,0,0.878,,0.707,0.364,0.101,0.011,,,,,,,,,0.006,,,,,,,,,,,,,,,,1
redial,train,9052,9,joy,0.834,0.000,1.000,1.000,0.988,1.000,,0.988,0.401,1.609,0.320,0.000,2011.000,1,0,1,,0.678,,,,0.121,,,,0.087,0.834,,,,,0.057,,0.053,,,,,,,,,,,,,2
redial,train,9053,1,approval,0.390,1.000,1.000,1.000,0.998,,,0.998,0.410,1.386,0.419,0.000,2002.000,1,0,0,0.731,,,0.132,,0.390,,,0.037,,0.379,,,,,,,,,,,,0.046,,,,,,,,0
redial,train,9053,3,confusion,0.878,1.000,1.000,1.000,0.998,1.000,,0.998,0.410,1.386,0.419,0.000,2002.000,0,1,0,0.633,,0.017,0.182,0.878,0.043,,,,,,,0.050,,,,,,,,,,,,,,,,,,1
redial,train,9053,11,curiosity,0.679,0.000,1.000,1.000,0.973,1.000,1.000,0.973,0.483,1.099,0.320,0.000,2017.000,1,0,0,0.822,,0.679,0.181,0.112,0.073,,,,,,,,,,,,,,,,,0.025,,,,,,,,2
redial,train,9054,5,neutral,0.960,1.000,1.000,1.000,0.994,,,0.994,0.404,0.693,0.517,0.000,1999.000,1,0,1,,0.589,,0.960,,0.006,0.007,,,,,,0.006,,0.007,,,,,,,,,,,,,,,,0
redial,train,9054,9,amusement,0.921,1.000,1.000,1.000,0.999,1.000,1.000,0.999,0.404,0.693,0.517,0.000,1990.000,1,0,0,0.781,,,0.012,,0.023,,,,0.019,0.218,,,,,0.921,,,,,,,,,,,,,,,1
redial,train,9054,11,neutral,0.812,1.000,1.000,1.000,0.999,1.000,,0.999,0.404,0.693,0.517,0.000,1990.000,0,1,0,0.763,,,0.812,,0.101,,,,0.041,0.016,,0.025,,,,,,,,,,,,,,,,,,2
redial,train,9055,3,admiration,0.665,0.000,1.000,1.000,0.977,,1.000,0.977,0.348,1.099,0.517,0.000,1999.000,1,0,0,0.924,,,0.038,,0.165,,,,0.665,,0.029,0.350,,,,,,,,,,,,,,,,,,0
redial,train,9055,5,approval,0.491,1.000,1.000,1.000,0.994,1.000,,0.994,0.412,1.609,0.419,0.000,2007.000,1,0,0,0.862,,,0.398,,0.491,,,0.023,0.018,,,,,,,,0.019,,,,,,,,,,,,,1
redial,train,9055,13,optimism,0.668,0.000,1.000,1.000,0.970,1.000,1.000,0.970,0.472,1.099,0.320,0.000,2016.000,1,0,1,,0.974,,,,,,,,0.058,0.662,,,,,,0.084,0.668,,,,,0.188,,,,,,,,2
redial,train,9056,3,gratitude,0.907,0.000,1.000,1.000,0.955,,1.000,0.955,0.394,1.386,0.419,0.000,2008.000,1,0,0,0.844,,0.386,0.034,0.065,0.012,,,,,,,,,,,,,0.907,,,,,,,,,,,,0
redial,train,9056,5,surprise,0.459,0.000,1.000,1.000,0.956,1.000,,0.956,0.410,1.386,0.419,0.000,2008.000,1,0,1,,0.918,0.149,0.309,0.169,,,,,,,,0.073,0.459,,,,,,,,,,,,,,,,,1
redial,train,9059,11,joy,0.900,0.000,0.000,0.000,0.770,,0.000,0.770,0.317,1.099,0.517,0.000,1997.000,1,0,1,,0.698,,,,0.048,,,,0.076,0.900,,,,0.035,0.067,,,,,,,,,,,,,,,0
redial,train,9059,13,neutral,0.944,0.000,0.500,1.000,0.957,0.000,0.000,0.961,0.401,0.637,0.320,0.000,2016.000,2,0,0,0.575,,,0.944,,,0.027,0.021,,,,0.010,0.008,,,,,,,,,,,,,,,,,,1
redial,train,9062,1,remorse,0.692,0.000,1.000,1.000,0.955,,,0.955,0.394,1.386,0.419,0.000,2008.000,1,0,0,0.696,,,0.030,,,,0.137,,,,0.066,,,,,,,,0.234,,,,,,,,0.692,,,0
redial,train,9062,5,amusement,0.447,1.000,1.000,1.000,0.999,1.000,,0.999,0.352,0.693,0.517,0.000,1997.000,1,0,1,,0.511,,0.212,,0.033,,,0.029,,0.240,,,,,0.447,,,,,,,,,,,,,,,1
redial,train,9062,13,neutral,0.925,0.000,0.000,0.000,0.898,0.000,,0.898,0.404,0.693,0.320,0.000,2015.000,1,0,0,0.861,,,0.925,0.041,0.013,,0.030,,,,,0.013,,,,,,,,,,,,,,,,,,2
redial,train,9063,1,caring,0.887,1.000,1.000,1.000,0.996,,,0.996,0.410,1.386,0.419,0.000,2004.000,1,0,0,0.562,,,0.057,,0.077,,,,,,,,,,,,0.059,0.028,,,,0.887,,,,,,,,0
redial,train,9063,5,approval,0.406,0.000,1.000,1.000,0.967,1.000,,0.967,0.472,0.693,0.320,0.000,2015.000,1,0,0,0.848,,,0.164,,0.406,,,0.349,0.054,,,,,,,,0.083,,,,,,,,,,,,,1
redial,train,9063,13,optimism,0.916,1.000,1.000,1.000,0.995,1.000,,0.995,0.271,1.609,0.546,0.000,1987.000,1,0,1,,0.612,,0.050,,0.041,,,,,,,,,,,0.134,0.916,,,,,0.107,,,,,,,,2
redial,train,9064,5,love,0.836,1.000,1.000,1.000,0.991,,,0.991,0.443,1.099,0.419,0.000,2002.000,1,0,0,0.791,,,0.033,,0.100,,,0.836,0.174,0.012,,,,,,,,,,,,,,,,,,,,0
redial,train,9064,7,neutral,0.872,0.000,1.000,1.000,0.961,1.000,,0.961,0.410,1.386,0.320,0.000,2015.000,1,0,1,,0.522,,0.872,,0.018,0.014,0.118,,,,,0.020,,,,,,,,,,,,,,,,,,1
redial,train,9064,9,neutral,0.852,1.000,1.000,1.000,1.000,1.000,,1.000,0.526,0.693,0.517,0.000,1991.000,1,0,1,,0.700,0.015,0.852,,0.127,,,,,,,0.015,,,,,0.013,,,,,,,,,,,,,2
redial,train,9065,3,love,0.471,0.000,1.000,1.000,0.958,,,0.958,0.485,0.693,0.546,0.000,1983.000,1,0,0,0.609,,,0.334,,0.218,,,0.471,,,,,,,,,0.026,,,,,0.012,,,,,,,,0
redial,train,9065,7,curiosity,0.714,0.000,1.000,1.000,0.961,1.000,1.000,0.961,0.584,0.000,0.320,0.000,2017.000,1,0,0,0.892,,0.714,0.356,0.100,0.007,0.006,,,,,,,,,,,,,,,,,,,,,,,,1
redial,train,9065,11,curiosity,0.678,0.000,0.000,1.000,0.908,1.000,,0.908,0.463,1.099,0.320,0.000,2017.000,1,0,0,0.848,,0.678,0.362,0.089,0.009,,,,,,,,0.008,,,,,,,,,,,,,,,,,2
redial,train,9065,13,approval,0.843,0.000,1.000,1.000,0.961,1.000,,0.961,0.584,0.000,0.320,0.000,2017.000,0,1,0,0.863,,,0.122,,0.843,,,,0.011,0.014,,0.016,,,,,,,,,,,,,,,,,,3
redial,train,9066,1,neutral,0.968,0.000,1.000,1.000,0.976,,,0.976,0.472,0.693,0.320,0.000,2010.000,1,0,0,0.717,,,0.968,0.004,0.014,0.005,,,,,,0.008,,,,,,,,,,,,,,,,,,0
redial,train,9066,3,curiosity,0.481,0.000,0.000,0.000,0.304,0.000,0.000,0.304,0.344,0.693,0.419,0.000,2004.000,1,0,0,0.916,,0.481,0.218,0.155,0.094,,,,,,,0.026,,,,,,,,,,,,,,,,,,1
redial,train,9066,7,love,0.930,0.000,1.000,1.000,0.960,0.000,,0.960,0.305,1.099,0.419,0.000,2008.000,1,0,1,,0.626,,0.026,,0.027,,,0.930,0.015,,,,,,,0.041,,,,,,,,,,,,,,2
redial,train,9066,9,confusion,0.694,0.000,0.500,0.500,0.706,0.689,,0.632,0.297,1.055,0.419,0.000,2006.000,0,2,0,0.601,,,,0.694,0.154,,0.060,,0.694,,,0.085,,,,,,,,,,,,,,,,,,3
redial,train,9067,1,curiosity,0.572,1.000,1.000,1.000,0.996,,,0.996,0.410,1.386,0.419,0.000,2004.000,1,0,1,,0.618,0.572,,0.072,0.080,,,0.548,0.090,,,,,,,,,,,,,,,,,,,,,0
redial,train,9067,7,admiration,0.915,1.000,1.000,1.000,0.995,1.000,,0.995,0.381,1.099,0.320,0.000,2015.000,1,0,0,0.909,,,0.034,,0.091,,,,0.915,,,0.008,,,,,,0.012,,,,,,,,,,,,1
redial,train,9067,13,admiration,0.943,1.000,1.000,1.000,1.000,1.000,,1.000,0.526,0.693,0.517,0.000,1991.000,1,0,1,,0.683,,0.021,,0.051,,,,0.943,,,,,0.005,,,,0.006,,,,,,,,,,,,2
redial,train,9068,5,neutral,0.673,0.000,0.500,1.000,0.942,,,0.950,0.295,1.332,0.517,0.000,1993.500,2,0,0,0.762,,,0.673,,0.313,,,,0.019,,,0.041,,,,,0.008,,,,,,,,,,,,,0
redial,train,9068,9,disapproval,0.696,1.000,1.000,1.000,0.998,1.000,1.000,0.998,0.404,0.693,0.517,0.000,1994.000,1,0,1,,0.587,,0.023,,,0.131,0.696,,,,0.046,,,,0.198,,,,,,,,,,,,,,,1
redial,train,9068,15,neutral,0.792,1.000,1.000,1.000,0.995,1.000,,0.996,0.290,1.906,0.400,0.693,1980.000,2,0,1,,0.762,,0.792,,0.259,,,0.009,,,,,,,,,0.008,,,,,0.023,,,,,,,,2
redial,train,9070,7,admiration,0.857,0.000,0.000,0.000,0.521,,0.000,0.521,0.250,1.099,0.517,0.000,1991.000,1,0,0,0.801,,,0.108,,0.084,,,,0.857,,,0.010,,,,,,0.005,,,,,,,,,,,,0
redial,train,9070,11,neutral,0.909,0.000,1.000,1.000,0.989,0.000,,0.989,0.377,0.693,0.419,0.000,2002.000,1,0,0,0.539,,,0.909,,0.066,0.007,0.007,,,,,0.024,,,,,,,,,,,,,,,,,,1
redial,train,9071,3,love,0.944,0.000,0.000,1.000,0.934,,,0.934,0.352,0.693,0.546,0.000,1986.000,1,0,0,0.785,,,0.009,,0.027,,,0.944,0.102,0.014,,,,,,,,,,,,,,,,,,,,0
redial,train,9071,5,admiration,0.896,0.000,0.000,1.000,0.934,1.000,,0.934,0.352,0.693,0.546,0.000,1986.000,0,1,1,,0.594,,0.024,,0.260,,,,0.896,,,0.008,,,,,,0.007,,,,,,,,,,,,1
redial,train,9071,7,approval,0.582,1.000,1.000,1.000,0.992,1.000,,0.992,0.422,0.693,0.546,0.000,1984.000,1,0,0,0.718,,,0.197,0.061,0.582,,,,0.035,,,0.054,,,,,,,,,,,,,,,,,,2
redial,train,9076,7,love,0.906,1.000,1.000,1.000,1.000,,,1.000,0.372,1.099,0.517,0.000,1998.000,1,0,0,0.832,,0.283,,0.059,0.027,,,0.906,0.061,,,,,,,,,,,,,,,,,,,,,0
redial,train,9076,9,admiration,0.887,0.000,1.000,1.000,0.989,1.000,1.000,0.989,0.423,0.693,0.419,0.000,2001.000,1,0,0,0.719,,,0.036,,0.085,,0.074,,0.887,,0.035,,,,,,,,,,,,,,,,,,,1
redial,train,9076,19,gratitude,0.802,0.000,1.000,1.000,0.975,1.000,,0.975,0.317,1.386,0.320,0.000,2017.000,1,0,0,0.836,,,0.052,,0.028,,,,,0.032,,,,0.082,,,,0.802,,,,,,,,,,,,2
redial,train,9079,7,confusion,0.652,0.000,0.000,1.000,0.939,,1.000,0.939,0.377,1.099,0.320,0.000,2017.000,1,0,0,0.883,,0.560,0.146,0.652,0.016,,0.031,,,,,,,,,,,,,,,,,,,,,,,0
redial,train,9079,11,approval,0.678,0.000,1.000,1.000,0.952,1.000,1.000,0.952,0.407,1.386,0.320,0.000,2017.000,1,0,0,0.861,,,0.257,,0.678,,,,,0.021,,0.019,,0.046,,,,,,,,,,,,,,,,1
redial,train,9079,13,neutral,0.650,0.000,1.000,1.000,0.952,1.000,1.000,0.952,0.407,1.386,0.320,0.000,2017.000,0,1,0,0.891,,0.017,0.650,,0.296,,,,,,,,,0.051,,,0.009,,,,,,,,,,,,,2
redial,train,9080,5,neutral,0.556,1.000,1.000,1.000,0.991,,,0.991,0.302,1.099,0.546,0.000,1985.000,1,0,0,0.543,,0.517,0.556,0.128,0.021,,,,,,,0.005,,,,,,,,,,,,,,,,,,0
redial,train,9080,9,curiosity,0.648,0.000,0.000,0.000,0.661,0.000,0.000,0.661,0.344,0.693,0.320,0.000,2011.000,1,0,0,0.681,,0.648,0.358,0.182,0.006,0.007,,,,,,,,,,,,,,,,,,,,,,,,1
redial,train,9080,11,admiration,0.701,0.000,0.000,0.000,0.872,0.000,,0.872,0.390,0.000,0.320,0.000,2010.000,1,0,0,0.571,,,0.037,,0.393,,,,0.701,,,0.030,,,,,0.026,,,,,,,,,,,,,2
redial,train,9080,17,neutral,0.964,0.000,0.000,0.000,0.661,0.000,,0.661,0.344,0.693,0.320,0.000,2011.000,0,1,0,0.710,,,0.964,,0.013,0.008,,,,,0.005,0.007,,,,,,,,,,,,,,,,,,3
redial,train,9081,3,admiration,0.929,1.000,1.000,1.000,0.996,,,0.996,0.410,1.386,0.419,0.000,2004.000,1,0,1,,0.600,,0.043,,0.074,,,,0.929,,,0.007,,0.005,,,,,,,,,,,,,,,,0
redial,train,9081,5,approval,0.700,1.000,1.000,1.000,0.998,1.000,1.000,0.998,0.381,1.099,0.581,0.000,1968.000,1,0,0,0.904,,,0.267,,0.700,,,,0.012,,,0.015,,0.029,,,,,,,,,,,,,,,,1
redial,train,9081,7,confusion,0.921,0.500,1.000,1.000,0.991,1.000,,0.992,0.437,1.560,0.294,0.693,1999.000,2,0,1,,0.561,,0.060,0.921,0.048,,0.030,,,,,0.062,,,,,,,,,,,,,,,,,,2
redial,train,9081,11,neutral,0.529,1.000,1.000,1.000,0.990,1.000,1.000,0.990,0.619,0.000,0.320,0.000,2016.000,1,0,0,0.547,,,0.529,,0.385,,,,,0.013,,,,0.057,,,0.009,,,,,,,,,,,,,3
redial,train,9082,5,neutral,0.716,0.500,1.000,1.000,0.991,,1.000,0.989,0.301,1.561,0.458,0.693,1965.500,2,0,0,0.584,,0.209,0.716,0.254,0.013,,,,,,,0.010,,,,,,,,,,,,,,,,,,0
redial,train,9082,11,approval,0.636,1.000,1.000,1.000,0.993,1.000,,0.993,0.341,1.099,0.320,0.000,2015.000,1,0,1,,0.555,,0.087,,0.636,,,,0.147,,,,,,,,0.022,0.040,,,,,,,,,,,,1
redial,train,9084,7,admiration,0.588,0.000,0.000,1.000,0.946,,,0.946,0.323,1.099,0.546,0.000,1988.000,1,0,0,0.616,,0.540,0.070,0.048,0.116,,,,0.588,,,,,,,,,,,,,,,,,,,,,0
redial,train,9084,11,neutral,0.952,1.000,1.000,1.000,0.999,1.000,,0.999,0.348,1.099,0.419,0.000,2004.000,1,0,1,,0.683,,0.952,0.004,0.035,,,,0.009,,,0.016,,,,,,,,,,,,,,,,,,1
redial,train,9087,5,admiration,0.707,0.000,1.000,1.000,0.980,,,0.980,0.390,0.000,0.546,0.000,1987.000,1,0,0,0.658,,0.555,0.029,0.049,0.141,,,,0.707,,,,,,,,,,,,,,,,,,,,,0
redial,train,9087,9,approval,0.559,0.000,0.000,1.000,0.930,1.000,,0.930,0.390,0.000,0.320,0.000,2010.000,1,0,0,0.913,,,0.068,,0.559,,,,0.343,0.047,,,,0.145,,,,,,,,,,,,,,,,1
redial,train,9087,13,curiosity,0.678,0.000,0.000,1.000,0.920,1.000,,0.920,0.390,0.000,0.419,0.000,2009.000,1,0,0,0.697,,0.678,0.362,0.089,0.009,,,,,,,,0.008,,,,,,,,,,,,,,,,,2
redial,train,9087,15,admiration,0.886,0.000,0.000,1.000,0.920,1.000,,0.920,0.390,0.000,0.419,0.000,2009.000,0,1,0,0.840,,,0.017,,0.150,,,0.011,0.886,0.040,,,,,,,,,,,,,,,,,,,,3
redial,train,9087,19,remorse,0.829,1.000,1.000,1.000,0.996,1.000,,0.996,0.283,1.099,0.419,0.000,2006.000,1,0,0,0.535,,,0.046,,0.028,,,,,,,,,,,,,,0.166,,,0.032,,,,,0.829,,,4
redial,train,9087,23,gratitude,0.711,0.500,0.500,1.000,0.967,1.000,,0.958,0.268,1.040,0.419,0.000,2007.500,0,2,1,,0.715,,,,,,,,0.082,0.095,,,,0.050,,,,0.711,,,,0.079,,,,,,,,5
redial,train,9088,5,curiosity,0.689,1.000,1.000,1.000,0.996,,,0.996,0.410,1.386,0.419,0.000,2004.000,1,0,1,,0.655,0.689,0.310,0.164,0.008,0.006,,,,,,,,,,,,,,,,,,,,,,,,0
redial,train,9088,7,neutral,0.711,1.000,1.000,1.000,0.996,1.000,,0.996,0.487,1.099,0.419,0.000,2009.000,1,0,0,0.653,,0.203,0.711,0.396,0.009,,,,,,,0.008,,,,,,,,,,,,,,,,,,1
redial,train,9089,7,disapproval,0.727,1.000,1.000,1.000,0.998,,1.000,0.998,0.370,1.055,0.432,0.693,1992.000,2,0,0,0.524,,,0.357,,0.023,0.034,0.727,,,,,0.014,,,,,,,,,,,,,,,,,,0
redial,train,9097,7,admiration,0.881,1.000,1.000,1.000,0.993,,,0.993,0.341,1.099,0.320,0.000,2015.000,1,0,0,0.576,,0.120,,,0.038,,,,0.881,,,,0.035,0.030,,,,,,,,,,,,,,,,0
redial,train,9097,9,love,0.938,1.000,1.000,1.000,0.993,1.000,,0.993,0.341,1.099,0.320,0.000,2015.000,0,1,1,,0.868,,,,0.030,,0.031,0.938,0.075,,0.040,,,,,,,,,,,,,,,,,,,1
redial,train,9098,5,curiosity,0.793,0.500,1.000,1.000,0.987,,,0.983,0.301,1.550,0.361,0.693,1998.000,2,0,0,0.642,,0.793,0.206,0.107,0.010,,,,0.008,,,,,,,,,,,,,,,,,,,,,0
redial,train,9105,9,curiosity,0.583,0.500,1.000,1.000,0.977,,1.000,0.973,0.396,1.055,0.419,0.000,2002.500,2,0,0,0.822,,0.583,0.287,0.415,,0.025,0.019,,,,,,,,,,,,,,,,,,,,,,,0
redial,train,9105,13,caring,0.819,1.000,1.000,1.000,0.995,1.000,,0.996,0.388,1.040,0.339,0.693,1997.000,1,1,1,,0.522,,0.038,,0.056,,,,,,,,,,,,0.076,0.076,,,,0.819,,,,,,,,1
redial,train,9106,7,curiosity,0.678,1.000,1.000,1.000,0.996,,,0.996,0.410,1.386,0.419,0.000,2004.000,1,0,0,0.712,,0.678,0.362,0.089,0.009,,,,,,,,0.008,,,,,,,,,,,,,,,,,0
redial,train,9106,9,admiration,0.913,0.000,0.000,1.000,0.947,1.000,,0.947,0.431,1.099,0.320,0.000,2014.000,1,0,1,,0.649,,0.035,,0.059,,,,0.913,,,,,0.008,,,,0.013,,,,,,,,,,,,1
redial,train,9106,13,curiosity,0.678,1.000,1.000,1.000,0.999,1.000,1.000,0.999,0.429,1.386,0.546,0.000,1986.000,1,0,1,,0.760,0.678,0.362,0.089,0.009,,,,,,,,0.008,,,,,,,,,,,,,,,,,2
redial,train,9106,15,disapproval,0.626,1.000,1.000,1.000,0.995,1.000,,0.995,0.497,1.386,0.419,0.000,2009.000,1,0,1,,0.592,0.203,0.074,0.464,,,0.626,,,,0.064,,,,,,,,,,,,,,,,,,,3
redial,train,9106,19,love,0.641,0.000,0.000,0.000,0.893,0.000,,0.893,0.463,0.000,0.546,0.000,1988.000,1,0,1,,0.557,,0.034,,0.528,,,0.641,0.151,0.015,,,,,,,,,,,,,,,,,,,,4
redial,train,9108,3,love,0.947,0.000,0.000,0.500,0.906,,,0.910,0.493,0.637,0.202,0.693,2011.000,2,0,0,0.792,,,0.009,,0.020,,,0.947,0.073,0.013,,,,,,,,,,,,,,,,,,,,0
redial,train,9108,7,neutral,0.813,0.000,1.000,1.000,0.990,0.689,,0.990,0.485,0.693,0.546,0.000,1982.000,1,0,0,0.724,,0.018,0.813,,0.166,,,,,,,0.018,,,,,0.015,,,,,,,,,,,,,1
redial,train,9111,5,love,0.641,1.000,1.000,1.000,0.995,,1.000,0.995,0.423,0.693,0.546,0.000,1986.000,1,0,0,0.655,,,0.046,,0.405,,,0.641,0.145,0.018,,,,,,,,,,,,,,,,,,,,0
